product_name,price_old [PLN],price_netto [PLN],new_price [PLN],package_weight [KG]
Kawa ziarnista Cellini Espresso Bar Prestigio,149.99,109.7523,134.99,1.0
Kawa ziarnista Cellini Bio Organic,37.99,27.8023,34.19,0.25
Kawa ziarnista MRC. Ziarna Miłości,33.0,20.1223,24.75,0.25
Kawa ziarnista Tom Caffe Dziękuję!,33.5,21.7923,26.8,0.25
Kawa ziarnista MRC. Happy Birthday,30.5,18.6023,22.88,0.25
Kawa ziarnista Bazzara Bioarabica Blend,49.99,33.7323,41.49,0.25
Kawa ziarnista Świeżo Palona Peru Quillabamba Espresso,36.99,24.0623,29.59,0.25
Kawa ziarnista Hard Beans Gwatemala San Martin Jilotepeque FILTR,42.5,29.3723,36.13,0.25
Kawa ziarnista Roastains Brazil Sailor's Treat,49.0,27.8923,34.3,0.25
ZESTAW - Kawa ziarnista Cornella Barista PRO Premium Grade 96  + Filiżanka do espresso Cornella Ecologic Coffee,132.99,91.9023,113.04,1.0
Kawa ziarnista Momento Coffee  ZZZZZZ – Letnie Espresso Kolumbia -,45.0,25.6123,31.5,0.25
Kapsułki kompostowalne do Nespresso®  HAYB - Brazylia Cerrado Patrocinio,32.0,18.7323,23.04,
Kapsułki kompostowane HAYB do Nespresso® – Pink Espresso Blend 10 szt,36.0,21.0723,25.92,
HAYB Nitro Barrel Aged Cold Brew 200 ml,11.0,6.4423,7.92,
Kawa mielona Eduscho Classic Coffee Traditional,13.99,9.6723,11.89,0.25
Kawa mielona Eduscho Classic Coffee Traditional,27.99,19.3423,23.79,0.5
ZESTAW - Kawa ziarnista Tom Caffe Green Label  + Tom Caffe Yellow Label  + Filiżanka do espresso,249.99,157.7223,193.99,1.0
ZESTAW - Kawa ziarnista Tom Caffe Red Label  + Tom Caffe Blue Label  + Filiżanka do espresso,200.99,151.2123,185.99,1.0
Kawa ziarnista RWANDA MUHABURA ROYAL ROBUSTA OMNIROAST,115.0,65.4523,80.5,1.0
ZESTAW - Kawa ziarnista Caffe del Faro Suprema 100% Arabica 2x + filiżanka do espresso,279.99,193.4923,237.99,1.0
Kawa ziarnista Momento Gwatemala Nº3 El Sendero FILTR,56.0,31.8723,39.2,0.25
Kapsułki kompostowalne do Nespresso® HAYB - Black Espresso Blend 10 szt.,29.99,17.5523,21.59,
Kawa ziarnista Coffeelab Brazylia Cemorrado Sweet Edition ESPRESSO,115.0,79.4723,97.75,1.0
Kawa ziarnista Coffee Journey Green Blend,37.0,22.5623,27.75,0.25
Kapsułki do Nespresso Jacobs Barista Editions 8 Character Roast 10 szt.,14.99,10.9723,13.49,
Kawa ziarnista Izzo Gold,109.99,80.4823,98.99,1.0
Kawa ziarnista Barshaker Kenya Kabingara PB OMNIROAST,199.99,130.0723,159.99,1.0
Kawa ziarnista Barshaker El Salvador El Limo/La Providencia OMNIROAST,219.99,143.0823,175.99,1.0
Kawa ziarnista Barshaker Rwanda Kabyiniro FILTR,39.99,26.0123,31.99,0.25
Kawa ziarnista Barshaker Brazylia Mantiquiera ESPRESSO,39.99,26.0123,31.99,0.25
ZESTAW - Kawa ziarnista Wysocki Coffee Brazilian Roast 3x,215.97,131.6823,161.97,1.0
Kawa ziarnista Coffeelab Brazylia Cemorrado Sweet Edition ESPRESSO,31.0,21.4223,26.35,0.25
Kawa w saszetkach ESE Lucaffe Nocciola - 25 sztuk,34.99,24.1823,29.74,
Kawa ziarnista Costa Coffee Caffe Crema RICH,74.9,44.6323,54.9,1.0
Kawa ziarnista Kimbo Crema Intensa,79.99,56.9023,69.99,1.0
Kawa ziarnista Bazzara Espresso Deca Brasil Santos,154.99,104.5923,128.64,1.0
Kawa ziarnista Java Kenia Aberdare Filtr,57.5,38.8023,47.73,0.25
Kawa ziarnista Świeżo Palona Brazil Cerrado Santos Natural,39.9,25.9523,31.92,0.25
Kawa ziarnista YoCo Coffee Chapter II ESPRESSO,150.0,91.4623,112.5,1.0
Kawa ziarnista YoCo Coffee Chapter I ESPRESSO,169.0,103.0523,126.75,1.0
Kawa ziarnista YoCo Coffee Colombia Strawberry FILTR,94.0,57.3223,70.5,0.25
Kawa ziarnista Roastains Honduras Soft Killer FILTR,68.0,38.7023,47.6,0.25
Kapsułki Tchibo Cafissimo Caffè Crema Colombia 10 sztuk,16.99,11.4623,14.1,
Kawa ziarnista Story Coffee Roasters Blend Dolce,135.0,82.3223,101.25,1.0
Kawa ziarnista Story Coffee Roasters Dolce,37.0,22.5623,27.75,0.25
Kawa ziarnista Story Coffee Roasters Blend No.2,109.0,66.4623,81.75,1.0
Kawa ziarnista Story Coffee Roasters Peru,110.0,67.0723,82.5,1.0
Kawa ziarnista Story Coffee Roasters Brazil Mogiana,109.0,66.4623,81.75,1.0
Kawa ziarnista Story Coffee Roasters Poranny Klasyk Morning Brew,135.0,82.3223,101.25,1.0
Kawa ziarnista Lavazza Tierra Brazil 100% Arabica,122.99,84.9923,104.54,1.0
Kawa ziarnista Italcaffe Espresso Italiano Excelso Bar,109.99,71.5423,87.99,1.0
Kawa ziarnista Świeżo Palona Brazil Cerrado Santos Natural,129.0,83.9023,103.2,1.0
Kapsułki Tassimo Creamer From Milk 16 szt.,24.99,21.425,22.49,
Kawa mielona Juan Valdez Premium Cumbre,79.99,53.3323,65.59,0.454
Kawa ziarnista Wysocki Coffee Italian Style,74.99,45.7223,56.24,1.0
Kawa ziarnista Italcaffe Espresso Italiano Dolce Crema,19.99,13.0023,15.99,0.25
Kawa ziarnista Italcaffe Espresso Italiano Gran Crema,22.99,14.9523,18.39,0.25
Kapsułki Tchibo Cafissimo Coffee Mild 10 sztuk,16.99,11.4623,14.1,
Kapsułki Tchibo Cafissimo Espresso Intense Aroma 10 sztuk,16.99,11.4623,14.1,
Kapsułki Tchibo Cafissimo Espresso Elegant Aroma 10 sztuk,16.99,11.4623,14.1,
Kapsułki Tchibo Cafissimo Caffè Crema Rich Aroma 10 sztuk,16.99,11.4623,14.1,
Kapsułki Tchibo Cafissimo Caffè Crema Mild Aroma 10 sztuk,16.99,11.4623,14.1,
Kapsułki Tchibo Cafissimo Barista Espresso 10 sztuk,16.99,11.4623,14.1,
Kapsułki Tchibo Cafissimo Barista Caffé Crema 10 sztuk,16.99,11.4623,14.1,
Kawa ziarnista Story Coffee Roasters Blend No.2,29.9,18.2423,22.43,0.25
Kawa ziarnista Story Coffee Roasters Peru,38.0,23.1723,28.5,0.25
Kawa ziarnista Story Coffee Roasters Warszawski Przelew Morning Brew,189.0,115.2423,141.75,1.0
Kawa ziarnista Story Coffee Roasters Brazil Mogiana,29.9,18.2423,22.43,0.25
Kawa ziarnista Story Coffee Roasters Poranny Klasyk Morning Brew,37.0,22.5623,27.75,0.25
Kawa ziarnista Hard Beans Brazylia Campo Das Vertentes ESPRESSO,37.5,25.9223,31.88,0.25
Kawa ziarnista illy Arabica Selection Colombia,34.99,24.3823,29.99,0.25
Kawa ziarnista Lucaffe Decaffeinato,129.99,89.8323,110.49,0.7
Kawa ziarnista Lucaffe Lucaffeina Pulcinella,97.99,67.7223,83.29,0.7
Kawa ziarnista Kafar Panama Bouquet,99.0,60.3723,74.25,0.2
Kawa ziarnista Kafar Nikaragua Bridazul,69.0,42.0723,51.75,0.25
Kawa ziarnista Wysocki Coffee Etiopia Shantawene Gafisse,52.0,31.7123,39.0,0.25
Kawa ziarnista Paloma Kenia Subra AME,70.0,38.1323,46.9,0.25
Kawa ziarnista COFFEE PLANT Nikaragua Finca Papales,129.0,73.4123,90.3,1.0
Kawa ziarnista Wysocki Coffee More Robusta Kick,44.99,27.4323,33.74,0.25
Kawa ziarnista Italcaffe Espresso Italiano Royal Bar,27.99,18.2023,22.39,0.25
Kawa ziarnista Costa Coffee Crema Blend 2x,77.58,44.1523,54.3,0.5
Kawa ziarnista Trismoka Caffe Costa Rica,52.99,34.4623,42.39,0.25
Kawa ziarnista Trismoka Caffe Panama,52.99,34.4623,42.39,0.25
Kawa ziarnista Tchibo Privat Kaffee Latin Grande,37.99,26.2523,32.29,0.5
Kawa ziarnista Tchibo Espresso Milano Style,69.99,44.7123,54.99,1.0
Kawa ziarnista Tchibo Espresso Sicilia Style,69.99,40.6423,49.99,1.0
Kawa ziarnista Tchibo Caffé Crema Intense,69.99,42.2723,51.99,1.0
Kawa ziarnista Tchibo Barista Espresso,79.99,48.7723,59.99,1.0
Kawa ziarnista Hard Beans Brazylia Campo Das Vertentes ESPRESSO,119.0,82.2423,101.15,1.0
Kawa ziarnista Bazzara Deca Aqua,49.99,33.7323,41.49,0.25
Kawa ziarnista Hard Beans Kenia Tekangu Karogoto AA,56.0,38.7023,47.6,0.25
BIO Kawa ziarnista Bazzara BIOARABICA BRAZIL,49.99,33.7323,41.49,0.25
BIO Kawa mielona Bazzara BIOARABICA COLOMBIA,49.99,33.7323,41.49,0.25
BIO Kawa ziarnista Bazzara BIOARABICA COLOMBIA,49.99,33.7323,41.49,0.25
Kawa mielona Bazzara BIOARABICA ETHIOPIA,49.99,33.7323,41.49,0.25
BIO Kawa ziarnista Bazzara BIOARABICA ETHIOPIA,49.99,33.7323,41.49,0.25
BIO Kawa mielona Bazzara BIOARABICA GUATEMALA,49.99,33.7323,41.49,0.25
Kapsułki do Nespresso STARBUCKS® Blonde Espresso Roast 3x10 sztuk,69.98,48.2723,59.37,
Kapsułki do Nespresso STARBUCKS® Espresso Roast 3x10 sztuk,69.98,48.2723,59.37,
Kapsułki do Nespresso STARBUCKS® House Blend 3x10 sztuk,69.98,48.2723,59.37,
Kapsułki do Nespresso STARBUCKS® Pike Place Roast 3x10 sztuk,69.98,48.2723,59.37,
Kapsułki Nescafé Dolce Gusto STARBUCKS® Caffe Latte 3x12 sztuk,79.98,53.6423,65.98,
Kapsułki Nescafé Dolce Gusto STARBUCKS® Vanilla Macchiato 3x12 sztuk,79.98,53.6423,65.98,
Kawa mielona Trismoka Caffe Crema,26.99,17.5523,21.59,0.25
Kawa mielona Bazzara ESPRESSO GUATEMALA WASHED SHB French Press,40.9,27.6023,33.95,0.25
BIO Kawa ziarnista Bazzara BIOARABICA GUATEMALA,49.99,33.7323,41.49,0.25
BIO Kawa mielona Bazzara BIOARABICA MEXICO,49.99,33.7323,41.49,0.25
BIO Kawa ziarnista Bazzara BIOARABICA MEXICO,49.99,33.7323,41.49,0.25
BIO Kawa mielona Bazzara BIOARABICA PERU,49.99,33.7323,41.49,0.25
BIO Kawa ziarnista Bazzara BIOARABICA PERU,49.99,33.7323,41.49,0.25
BIO Kawa mielona Bazzara BIOARABICA SUMATRA,49.99,33.7323,41.49,0.25
BIO Kawa ziarnista Bazzara BIOARABICA SUMATRA,49.99,33.7323,41.49,0.25
Kawa mielona Bazzara Deca Aqua,49.99,33.7323,41.49,0.25
Kawa ziarnista Momento Etiopia Adola,55.0,31.3023,38.5,0.25
Kawa ziarnista Momento Paraiso Farm Anaerobic,46.0,26.1823,32.2,0.25
Kawa ziarnista Momento Player,136.0,77.4023,95.2,1.0
Kawa ziarnista Momento Player,42.0,23.9023,29.4,0.25
Kawa ziarnista Wysocki Coffee Papua-Nowa Gwinea The Kimmel Plantation,46.0,28.0523,34.5,0.25
Kawa ziarnista Wysocki Coffee Rwanda Rushashi Peaberry,52.0,31.7123,39.0,0.25
Kawa ziarnista Wysocki Coffee Barista Edition,119.0,72.5623,89.25,1.0
Kawa ziarnista Wysocki Coffee Barista Edition,59.99,36.5823,44.99,0.5
Kawa ziarnista Wysocki Coffee Brazylia Fazenda Londrina,45.0,27.4423,33.75,0.25
Kawa ziarnista Wysocki Coffee Kenia Rungeto Kiangoi,55.0,33.5423,41.25,0.25
Kawa mielona Gima Ambra,25.99,14.7923,18.19,0.25
Kawa mielona Gima Rubino,26.99,15.3623,18.89,0.25
Kawa mielona Gima Perla Nera,28.99,16.5023,20.29,0.25
Kawa mielona Gima Diamante,31.99,18.2023,22.39,0.25
Kawa ziarnista Gima Ambra,24.99,14.2223,17.49,0.25
Kawa ziarnista Gima Ambra,79.99,45.5223,55.99,1.0
Kawa ziarnista Gima Perla Nera,29.99,17.0723,20.99,0.25
Kawa ziarnista Gima Diamante,32.99,18.7723,23.09,0.25
Kawa ziarnista Juan Valdez Premium Volcan,84.99,56.6623,69.69,0.454
Kawa ziarnista Wysocki Coffee Brazilian Roast,79.99,48.7723,59.99,1.0
Kawa ziarnista Wysocki Coffee Brazilian Roast,39.99,24.3823,29.99,0.5
HAYB Espresso Starter Pack 4x,129.0,75.5123,92.88,0.25
HAYB DARK Espresso Starter Pack 4x,129.0,75.5123,92.88,0.25
Kawa ziarnista Etno Cafe Meksyk Decaf,37.0,24.0723,29.6,0.25
Kapsułki do Nespresso* Lavazza Avvolgente - 10 sztuk,14.49,10.0223,12.32,
Kapsułki do Nespresso* Lavazza Ristretto - 10 sztuk,14.49,10.0223,12.32,
Kawa w saszetkach La Brasiliana Decaffeinato - saszetki ESE 150 sztuk,199.0,137.5223,169.15,
Kawa ziarnista Juan Valdez Premium Colina,84.99,56.6623,69.69,0.454
Kawa ziarnista Juan Valdez Premium Cumbre,84.99,56.6623,69.69,0.454
Kawa ziarnista Juan Valdez Single Origin Santander,86.99,57.9923,71.33,0.454
Kawa ziarnista Juan Valdez Single Origin Sierra Nevada,86.99,57.9923,71.33,0.454
Kawa ziarnista Juan Valdez Single Origin Huila,86.99,57.9923,71.33,0.454
Kawa ziarnista Juan Valdez Single Origin Tolima,86.99,57.9923,71.33,0.454
Kawa ziarnista Juan Valdez Single Origin Narino,86.99,57.9923,71.33,0.454
Kawa ziarnista Juan Valdez Single Origin Antioquia,86.99,57.9923,71.33,0.454
Kawa ziarnista Hard Beans Brazylia Samambaia Yellow Bourbon FILTR,42.0,29.0223,35.7,0.25
Kawa ziarnista Hard Beans Brazylia Samambaia Yellow Bourbon Espresso,42.0,29.0223,35.7,0.25
Kawa w saszetkach Izzo Arabians - saszetki ESE 50 szt,60.99,44.6323,54.89,
Kapsułki Izzo Arabians do Espresso Point - 100 kapsułek,101.99,74.6323,91.79,
Kapsułki Izzo Arabians do A Modo Mio - 100 kapsułek,111.99,81.9423,100.79,
Kawa ziarnista Trismoka Caffe Crema,79.99,52.0223,63.99,1.0
Zestaw 12x Cold Brew Coffee - kawa macerowana z Etno Cafe 220ml,139.9,90.9923,111.92,
Kawa mielona Lavazza Qualita Oro,9.9,6.8523,8.42,0.125
Kawa ziarnista Etno Cafe Dobry Przelew,129.0,83.9023,103.2,1.0
Kawa mielona Pluton Black,24.99,15.2423,18.74,0.25
Kawa mielona Pluton Gold,25.99,15.8523,19.49,0.25
Kawa ziarnista Pluton Gold,49.99,30.4823,37.49,0.5
Kawa ziarnista Pluton Black,49.99,30.4823,37.49,0.5
Kawa Zicaffe Gustosa - saszetki ESE 50 sztuk,77.99,50.7223,62.39,
Kawa Zicaffe Aromatica - saszetki ESE 50 sztuk,77.99,50.7223,62.39,
Cold Brew Coffee Tonic - kawa macerowana z Etno Cafe 220ml,12.9,8.3923,10.32,
Kawa w saszetkach Izzo Grand Espresso - saszetki ESE 50 szt,54.99,40.2423,49.49,
Kawa w saszetkach Izzo Premium 100% arabica - saszetki ESE 50 szt,56.99,41.7023,51.29,
Cold Brew Coffee Orange - kawa macerowana z Etno Cafe 220ml,12.9,8.3923,10.32,
Cold Brew Coffee Classic - kawa macerowana z Etno Cafe 220ml,12.9,8.3923,10.32,
Kawa mielona Zicaffe Gustosa,17.99,11.7023,14.39,0.25
Kawa ziarnista Bazzara Espresso Papua New Guinea,164.99,111.3323,136.94,1.0
Kawa ziarnista Java Fall ESPRESSO,55.0,37.1123,45.65,0.25
Kapsułki do Nespresso* Lavazza Vigoroso - 10 sztuk,14.49,10.0223,12.32,
Kapsułki do Nespresso* Lavazza Delicato - 10 sztuk,14.49,10.0223,12.32,
Kapsułki do Nespresso* Lavazza Deciso - 10 sztuk,14.49,10.0223,12.32,
Kawa ziarnista Musetti 100% Arabica Dolce,99.99,69.1023,84.99,1.0
Kawa mielona Lavazza Qualita Oro Mountain Grown  - puszka,33.99,23.4923,28.89,0.25
Kawa ziarnista Etno Cafe Dobry Przelew,37.0,24.0723,29.6,0.25
Kawa ziarnista Tchibo Barista Caffé Crema,79.99,48.7723,59.99,1.0
Kapsułki Nescafé Dolce Gusto STARBUCKS® Espresso Roast 3x12 sztuk,79.98,53.6423,65.98,
Kapsułki Nescafé Dolce Gusto STARBUCKS® Americano House Blend 3x12 sztuk,79.98,53.6423,65.98,
Kapsułki Nescafé Dolce Gusto STARBUCKS® Caramel Macchiato 3x12 sztuk,79.98,53.6423,65.98,
Kawa ziarnista Kimbo Aroma Intenso,63.9,48.7023,59.9,1.0
Kawa ziarnista Java Meksyk Nahua FILTR,38.0,25.6423,31.54,0.25
Kawa ziarnista Bazzara GUSTOITALIANO,89.99,60.7223,74.69,1.0
Kawa ziarnista Bazzara Espresso Kenya AA,155.99,105.2623,129.47,1.0
Kawa ziarnista Caffe del Faro Suprema 100% Arabica,42.99,29.7123,36.54,0.25
Kawa ziarnista Caffe del Faro Espresso Italiano,35.99,24.8723,30.59,0.25
Kawa ziarnista Caffe del Faro Espresso Italiano,107.99,74.6323,91.79,1.0
Kawa ziarnista Caffe del Faro Gold Extra Bar,129.99,89.8323,110.49,1.0
Kawa ziarnista Caffe del Faro Suprema 100% Arabica,144.99,100.2023,123.24,1.0
Kawa ziarnista Izzo Vivi,74.99,54.8723,67.49,1.0
Kawa mielona Lavazza Qualita Rossa 2x,32.0,22.1123,27.2,0.25
Kawa mielona Lavazza Qualita Rossa  puszka,27.99,19.3423,23.79,0.25
Cold Brew Coffee Vanilla - kawa macerowana z Etno Cafe 220ml,12.9,8.3923,10.32,
Kawa ziarnista Lavazza Gran Riserva,118.99,82.2323,101.14,1.0
Kawa ziarnista Cellini Crema Dolce,94.99,69.5023,85.49,1.0
Kawa ziarnista Trismoka Caffe Brasil,99.99,65.0323,79.99,1.0
Kawa ziarnista Hard Beans Brazylia Samambaia Yellow Bourbon Espresso,145.0,100.2023,123.25,1.0
Kawa ziarnista Cornella Coffee Service Market Grade 62,77.99,53.8923,66.29,1.0
Kawa ziarnista Cornella Espresso Market Grade Decaf 68,98.99,68.4123,84.14,1.0
Kawa ziarnista Cornella Espresso Market Grade 69,87.99,60.8023,74.79,1.0
Kawa ziarnista Cornella Espresso Market Grade 75,92.99,64.2623,79.04,1.0
Kapsułki Nescafé Dolce Gusto STARBUCKS® Latte Macchiato 3x12 sztuk,79.98,53.6423,65.98,
Kawa mielona Costa Coffee The Decaf Blend,24.99,17.0723,20.99,0.2
Kawa ziarnista Bristot Arabica Gourmet,51.9,33.7623,41.52,0.5
Kawa ziarnista Bristot Espresso,31.9,20.7523,25.52,0.4
Kawa ziarnista Bristot 100% Arabica,36.9,24.0023,29.52,0.4
Kawa mielona Bristot Decaffe,21.99,14.3023,17.59,0.25
Kawa mielona Bristot 100% Arabica,21.99,14.3023,17.59,0.25
Kawa ziarnista Coffeelab Premium Blend,28.49,19.6923,24.22,0.25
Kawa ziarnista Coffeelab Premium Blend,109.99,76.0123,93.49,1.0
Kawa ziarnista Hard Beans Gorilla Blend,135.0,93.2923,114.75,1.0
Kawa mielona Lavazza il Mattino,17.99,12.4323,15.29,0.25
Kawa mielona Lavazza Crema e Gusto Forte,17.99,12.4323,15.29,0.25
Kawa mielona Lavazza Crema e Gusto Ricco,19.99,13.8123,16.99,0.25
Kawa mielona illy Intenso,34.99,24.3823,29.99,0.25
Kawa mielona illy Classico,37.99,24.3823,29.99,0.25
Kawa mielona Lavazza Qualita Oro,24.49,16.9323,20.82,0.25
Kawa mielona Lavazza Espresso Crema e Gusto,23.99,16.5823,20.39,0.25
Kawa mielona Lucaffe Mr. Exclusive,42.99,29.7123,36.54,0.25
Kawa ziarnista Lucaffe Classic,37.99,26.2523,32.29,0.25
Kawa ziarnista Cornella Barista PRO Premium Grade Decaf 85,76.99,53.2023,65.44,0.5
Kawa Zicaffe Bar in Casa - saszetki ESE 100 sztuk,147.99,96.2523,118.39,
Kawa Zicaffe Densacrema - saszetki ESE 100 sztuk,139.99,91.0523,111.99,
Zicaffe Gustofine 100szt ESE,147.99,96.2523,118.39,
Kawa mielona Izzo Silver,30.99,22.6723,27.89,0.25
Kawa mielona Izzo Gold,33.99,24.8723,30.59,0.25
Kapsułki Izzo Grand Espresso do A Modo Mio - 100 kapsułek,101.99,74.6323,91.79,
Kapsułki Izzo Premium 100% Arabika do A Modo Mio - 100 kapsułek,107.99,79.0223,97.19,
Kapsułki Izzo Premium 100% Arabika do Espresso Point - 100 kapsułek,128.99,94.3823,116.09,
Kapsułki Izzo Grand Espresso do Espresso Point - 100 kapsułek,117.99,86.3323,106.19,
Kawa ziarnista Lavazza Pronto Crema Grande Aroma,69.99,48.3723,59.49,1.0
Kawa ziarnista Trismoka Caffe Decaffeinated,69.99,45.5223,55.99,0.5
Kawa ziarnista Izzo Silver,31.99,23.4123,28.79,0.25
Kawa ziarnista Izzo Silver,103.99,76.0923,93.59,1.0
Kawa ziarnista Izzo Gold,34.99,25.6023,31.49,0.25
Kawa ziarnista Lavazza Crema e Gusto Forte  + GRATIS Espresso Barista Perfetto 100g,59.99,41.4623,50.99,1.0
Kawa mielona Lavazza Espresso Italiano  - puszka,31.99,22.1123,27.19,0.25
Kawa mielona Lavazza Club,26.99,18.6523,22.94,0.25
Kawa mielona Lavazza Qualita Rossa,19.99,13.8123,16.99,0.25
Kawa mielona Lavazza Crema e Gusto Dolce/Delicato,23.99,16.5823,20.39,0.25
Kawa ziarnista Gima Rubino,87.99,50.0723,61.59,1.0
Kawa ziarnista Lavazza Qualita Oro,28.99,20.0323,24.64,0.25
Kawa ziarnista illy Classico,34.99,24.3823,29.99,0.25
Kawa ziarnista Lavazza Tierra,122.99,84.9923,104.54,1.0
Kawa ziarnista Pellini Top,114.99,81.2923,99.99,1.0
Kawa ziarnista Bristot Tiziano,99.99,65.0323,79.99,1.0
Kawa ziarnista Bristot Sublime,99.99,65.0323,79.99,1.0
Kawa ziarnista Gima Perla Nera,51.99,29.5923,36.39,0.5
Kawa ziarnista Gima Perla Nera,99.99,56.9023,69.99,1.0
Kawa ziarnista Gima Diamante,56.99,32.4323,39.89,0.5
Kawa ziarnista Gima Diamante,114.99,65.4423,80.49,1.0
Kawa ziarnista The White Bear Brazylia Guaxupe A,112.0,72.8523,89.6,1.0
Kawa ziarnista The White Bear Brazylia Guaxupe A,38.0,24.7223,30.4,0.25
Kawa ziarnista The White Bear Brazylia/Indie,92.0,59.8423,73.6,1.0
Kawa ziarnista The White Bear Brazylia/Indie,35.0,22.7623,28.0,0.25
Kawa ziarnista The White Bear Brazylia Santos,99.0,64.3923,79.2,1.0
Kawa ziarnista The White Bear Brazylia Santos,37.0,24.0723,29.6,0.25
Kawa ziarnista The White Bear Kolumbia Excelso,39.0,25.3723,31.2,0.25
Kawa ziarnista La Brasiliana Decaffeinato,109.99,76.0123,93.49,1.0
Kapsułki La Brasiliana Espresso do Espresso Point - 100 kapsułek,165.0,114.0223,140.25,
Kawa ziarnista Bristot Speciale,89.99,58.5323,71.99,1.0
Kawa ziarnista Bristot Espresso,59.99,39.0223,47.99,1.0
Kawa ziarnista Izzo Gold - puszka,112.99,82.6723,101.69,1.0
Kawa ziarnista Segafredo Intermezzo,59.99,40.6423,49.99,1.0
Kawa ziarnista Vergnano Antica Bottega,89.0,56.9023,69.99,1.0
Kawa ziarnista Vergnano Espresso,72.99,53.6523,65.99,1.0
Kawa ziarnista Vergnano Gran Aroma,69.99,48.7723,59.99,1.0
Kawa ziarnista Lavazza Top Class,111.99,77.3923,95.19,1.0
Kawa ziarnista Lavazza Super Crema,98.99,68.4123,84.14,1.0
Kapsułki La Brasiliana Decaffeinato do Espresso Point - 100 kapsułek,175.0,120.9323,148.75,
Kawa mielona La Brasiliana Oro Blu,23.49,16.2423,19.97,0.25
Kawa ziarnista La Brasiliana Super Moka Smart Coffee,75.99,52.5123,64.59,1.0
Kawa ziarnista La Brasiliana Oro Blu,82.99,57.3523,70.54,1.0
Kawa ziarnista Story Coffee Roasters Warszawski Przelew Morning Brew,54.0,32.9323,40.5,0.25
Kawa ziarnista HAYB Guatemala Huehuetenango,135.0,79.0223,97.2,1.0
Kawa ziarnista HAYB Guatemala Huehuetenango,38.0,22.2423,27.36,0.25
Kawa ziarnista HAYB What The Funk Pink Espresso Blend,165.0,96.5923,118.8,1.0
Kawa ziarnista HAYB What The Funk Pink Espresso Blend,47.0,27.5123,33.84,0.25
Kawa ziarnista Lavazza Espresso Italiano Cremoso,89.99,62.1923,76.49,1.0
Kawa ziarnista Lavazza Espresso Italiano Aromatico,89.99,62.1923,76.49,1.0
Kawa ziarnista Lavazza Gran Espresso,97.99,67.7223,83.29,1.0
Kawa ziarnista Lavazza Crema e Aroma Blue,94.99,65.6423,80.74,1.0
Kawa ziarnista HAYB Colombia Espresso DECAF  - kawa bezkofeinowa,49.0,28.6823,35.28,0.25
Kawa ziarnista Trip Coffee Kosmos,109.99,71.5423,87.99,1.0
Kawa ziarnista Coffee Journey Brazylia,139.0,84.7623,104.25,1.0
Kawa ziarnista Coffee Journey Brazylia,39.0,23.7823,29.25,0.25
Kawa ziarnista Coffee Journey Ethiopia,177.0,107.9323,132.75,1.0
Kawa ziarnista Coffee Journey Ethiopia,47.0,28.6623,35.25,0.25
Kawa ziarnista Coffee Journey Green Blend,133.0,81.1023,99.75,1.0
Kawa w saszetkach ESE Lucaffe Colombia Specialty Coffee - 15 sztuk,59.99,41.4623,50.99,
Kawa ziarnista Supracafe Mediterraneo 100% Arabica,125.0,86.3823,106.25,1.0
Kawa ziarnista Hardy Europa,89.0,61.5023,75.65,1.0
Kawa ziarnista Wysocki Coffee Espresso Blend,69.99,42.6723,52.49,1.0
Kawa ziarnista Roastains Kostaryka Quick Hook FILTR,84.0,47.8023,58.8,0.25
Kawa ziarnista Wysocki Coffee Gwatemala Genuine Antigua,49.0,29.8823,36.75,0.25
Kawa mielona Bialetti Perfetto Moka Deka,29.9,17.0723,20.99,0.25
Kawa ziarnista Tom Caffe Blue Label,130.0,84.5523,104.0,1.0
Kawa ziarnista Tom Caffe Blue Label,36.0,23.4123,28.8,0.25
Kawa ziarnista Java Rwanda Intore ESPRESSO,50.0,33.7423,41.5,0.25
Kawa ziarnista COFFEE PLANT Rwanda Mushonyi,49.0,27.8923,34.3,0.25
Kawa ziarnista HARVEST Etiopia Sidamo Sagara,49.0,33.8623,41.65,0.25
Kawa ziarnista Cellini Crema Forte,99.0,72.4423,89.1,1.0
Kawa ziarnista Cellini Bio Organic,169.0,123.6623,152.1,1.0
Kawa ziarnista Hausbrandt Venezia,84.99,58.7323,72.24,1.0
Kawa ziarnista Costa Coffee Crema Blend,39.99,22.7623,27.99,0.5
Kawa ziarnista Story Hakuna Matata Rwanda Gakenke FILTR,59.0,35.9823,44.25,0.25
Kawa ziarnista Story Espresso Into The Wind,39.0,23.7823,29.25,0.25
Kawa ziarnista Italcaffe Monorigine Colombia,32.99,21.4623,26.39,0.25
Kawa ziarnista Italcaffe Espresso Italiano Royal Bar,99.99,65.0323,79.99,1.0
