name,price_old,price_new
"Kapsułki do ekspresu Tchibo Cafissimo / Caffitaly Tchibo Cafissimo Caffè Crema Fine Aroma, 10 szt.","14,24","13,53"
"Kapsułki do ekspresu Tchibo Cafissimo / Caffitaly Tchibo Cafissimo Caffè Crema Rich Aroma, 10 szt.","14,24","13,53"
"Kapsułki do ekspresu Tchibo Cafissimo / Caffitaly Tchibo Cafissimo Caffè Crema Rich Aroma, 96 szt.","113,99","108,29"
"Kawa ziarnista Illy Classico, 250 g",N/A,N/A
"Kawa ziarnista Illy Intenso, 250 g","47,99","45,59"
"Kawa mielona Illy Classico Moka, 250 g",N/A,N/A
"Kawa ziarnista Bravissimo Espresso Superiore, 1 kg",N/A,N/A
"Kawa ziarnista Café Natura Espresso, 1 kg",N/A,N/A
"Organiczne ziarna kawy Minges Bio-Cafè Arabica (Bio-RFA), 1 kg",N/A,N/A
"Kawa ziarnista Specialty Goat Story Brazil Coletivo Caparaó, 250 g","54,99","41,24"
"Kawa ziarnista Specialty Goat Story Good Vibrations Seasonal Blend, 250 g","54,99","38,49"
"Kawa ziarnista Specialty Goat Story Walking on Sunshine Seasonal Blend, 250 g","63,99","47,99"
"Kawa ziarnista Caffe Barzini Dark Roast, 1 kg","149,99","104,99"
"Kawa w kapsułkach do Nespresso® Caffe Barzini Lungo, 22 szt.","35,99","25,19"
"Kawa bezkofeinowa w kapsułkach do Nespresso® Caffe Barzini Decaf, 22 szt.","35,99","25,19"
"Kawa w kapsułkach do Nespresso® Caffe Barzini Espresso, 22 szt.","35,99","25,19"
"Kawa w kapsułkach do Nespresso® Caffe Barzini Ristretto, 22 szt.","35,99","25,19"
"Kawa w saszetkach Coffee Premium Mega Pack, 48 szt.",N/A,N/A
"Kawa bezkofeinowa w saszetkach Coffee Premium Decaf, 36 szt.",N/A,N/A
"Kapsułki do napoju czekoladowego Tassimo Milka (kompatybilne z ekspresami kapsułkowymi Bosch Tassimo), 8 szt.","25,99","24,69"
"Kapsułki do kawy Tassimo Latte Macchiato Baileys (kompatybilne z ekspresami kapsułkowymi Bosch Tassimo), 8+8 szt.","25,99","24,69"
"Kapsułki do kawy Tassimo Cappuccino Classico (kompatybilne z ekspresami kapsułkowymi Bosch Tassimo), 8+8 szt.","25,99","24,69"
"Kapsułki do kawy Tassimo Morning Cafe (kompatybilne z ekspresami kapsułkowymi Bosch Tassimo), 16 szt.","25,99","24,69"
"Kapsułki do kawy Tassimo Café Au Lait (kompatybilne z ekspresami kapsułkowymi Bosch Tassimo), 16 szt.","25,99","24,69"
"Kapsułki do kawy Tassimo Caffe Crema Classico (kompatybilne z ekspresami kapsułkowymi Bosch Tassimo), 16 szt.","25,99","24,69"
"Kapsułki do kawy Tassimo Latte Macchiato Classico (kompatybilne z ekspresami kapsułkowymi Bosch Tassimo), 8+8 szt.","25,99","24,69"
"Kapsułki do kawy Tassimo Latte Macchiato Caramel (kompatybilne z ekspresami kapsułkowymi Bosch Tassimo), 8+8 szt.","25,99","24,69"
"Kapsułki do kawy Tassimo Morning Cafe XL (kompatybilne z ekspresami kapsułkowymi Bosch Tassimo), 21 szt.","25,99","24,69"
"Kapsułki do kawy Tassimo L’OR Espresso Delizioso (kompatybilne z ekspresami kapsułkowymi Bosch Tassimo), 16 szt.","25,99","24,69"
"Kapsułki do kawy Tassimo Caffè Crema Classico XL (kompatybilne z ekspresami kapsułkowymi Bosch Tassimo), 16 szt.","25,99","24,69"
Kapsułki wielokrotnego użytku do Nespresso® Sealpod Classic Edition,N/A,N/A
Kapsułki wielokrotnego użytku do Nespresso® Sealpod Starter Edition,N/A,N/A
Kapsułki wielokrotnego użytku do NESCAFÉ® Dolce Gusto® Sealpod Duo Pack,N/A,N/A
Kapsułka wielokrotnego użytku do NESCAFÉ® Dolce Gusto® Sealpod Standard Pack,N/A,N/A
"Aluminiowe naklejane wieczka do kapsułek wielokrotnego użytku Sealpod Nespresso, 100 szt.",N/A,N/A
"Rokit Energy Uplift kawa w kapsułkach do Nespresso®, 10 szt.","27,79","22,23"
"Kawa w kapsułkach do Dolce Gusto® NESCAFÉ Dolce Gusto Flat White, 3 x 16 szt.",N/A,N/A
"Kawa w kapsułkach NESCAFÉ® Dolce Gusto® Chococino, 3 x 8+8 szt.",N/A,N/A
"Kawa w kapsułkach NESCAFÉ® Dolce Gusto® Caramel Latte Macchiato, 3 x 8+8 szt.",N/A,N/A
"Kawa w kapsułkach do Dolce Gusto® Starbucks Caffe Latte, 3 x 12 szt.",N/A,N/A
"Kawa w kapsułkach do Dolce Gusto® NESCAFÉ Dolce Gusto Grande Extra Crema, 3 x 16 szt.",N/A,N/A
"Kawa ziarnista Café Liégeois Chiapas, 1 kg",N/A,N/A
"Kawa bezkofeinowa ziarnista Charles Liégeois Della Notte, 500 g",N/A,N/A
"Kawa w kapsułkach do Nespresso® Charles Liégeois Caramel, 10 szt.",N/A,N/A
"Kawa ziarnista Bialetti Milano Bar, 1 kg",N/A,N/A
"Kawa ziarnista Bialetti Napoli Bar, 1 kg",N/A,N/A
"Kawa ziarnista Goat Story Nicaragua Los Placeres, 250 g",N/A,N/A
"Kawa w saszetkach Coffee Premium Strong, 100 szt.",N/A,N/A
"Kawa w saszetkach Coffee Premium Strong, 36 szt.",N/A,N/A
"Kapsułki do kawy Tassimo Hazelnut Praline Latte Limited Edition (kompatybilne z ekspresami kapsułkowymi Bosch Tassimo), 8+8 szt.",N/A,N/A
"Kapsułki Tassimo Chai Latte (kompatybilne z ekspresami kapsułkowymi Bosch Tassimo), 8 szt.",N/A,N/A
"Kawa mielona specialty Ethiopia Yirgacheffe, 50 g",N/A,N/A
"Kawa mielona specialty Nicaragua Maragogype, 50 g",N/A,N/A
"Kawa mielona specialty Indonesia Sumatra, 50 g",N/A,N/A
"Rokit Sweet Dreams kawa bezkofeinowa w kapsułkach do Nespresso®, 10 szt.",N/A,N/A
"Rokit Mind Boost kawa w kapsułkach do Nespresso®, 10 szt.",N/A,N/A
"Zestaw kawy ziarnistej Parallel 12 + Parallel 17 + Parallel 36, w pudełku prezentowym",N/A,N/A
"Kapsułki do ekspresu Tchibo Cafissimo / Caffitaly Tchibo Cafissimo Espresso Vanilla, 10 szt.",N/A,N/A
"Kapsułki do ekspresu Tchibo Cafissimo / Caffitaly Tchibo Cafissimo Caffè Crema India, 10 szt.",N/A,N/A
"Kapsułki do ekspresu Tchibo Cafissimo / Caffitaly Tchibo Caffisimo Espresso Crème Brûlée, 10 szt.",N/A,N/A
